Erling Haaland, ST, Manchester City, Norway, Value: 916, https://fifastatic.fifaindex.com/FIFA24/players/239085.png, 00001
Marlon Frey, CM, TSV 1860 München, Germany, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/225564.png, 11615
Rezan Corlu, CAM, Lyngby BK, Denmark, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/225536.png, 11616
Bayron Oyarzo, ST/RW/RM, Ñublense, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/225515.png, 11617
Sinan Gümüş, RM/ST, Antalyaspor, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/225305.png, 11618
Conor McGrandles, CM/CDM, Charlton Athletic, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/225279.png, 11619
Gurpreet Singh Sandhu, GK, Bengaluru FC, India, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/225213.png, 11620
Alex Bass, GK, AFC Wimbledon, England, Value: 68, https://fifastatic.fifaindex.com/FIFA24/players/225134.png, 11621
Danny Johnson, ST, Walsall, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224870.png, 11622
Zhao Honglue, LWB/LB, Cangzhou Mighty Lions, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224544.png, 11623
Christian Ortag, GK, SSV Ulm 1846, Germany, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/224491.png, 11624
Eamonn Brophy, ST, Ross County, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224487.png, 11625
Dong Chunyu, GK, Shenzhen FC, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224475.png, 11626
He Chao, CM/CDM, Wuhan Three Towns, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224470.png, 11627
Korbinian Burger, CB/LB, Erzgebirge Aue, Germany, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/224433.png, 11628
Tennai Watson, RWB/RB, Charlton Athletic, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/224307.png, 11629
Alex Gersbach, LB/LWB, Colorado Rapids, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224297.png, 11630
Fernando Piñero, CB, Magallanes, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224037.png, 11631
Michał Rzuchowski, CDM/CM, Śląsk Wrocław, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/224012.png, 11632
Aaron Nemane, RM/RWB, Notts County, France, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/223977.png, 11633
Boris Babić, ST, FC Lugano, Switzerland, Value: 70, https://fifastatic.fifaindex.com/FIFA24/players/223967.png, 11634
Tobias Schützenauer, GK, Altach, Austria, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/223868.png, 11635
Svenn Crone, RB, SK Brann, Denmark, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223861.png, 11636
Sandesh Jhingan, CB, FC Goa, India, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223763.png, 11637
Oğulcan Çağlayan, RM/ST, Gaziantep FK, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223212.png, 11638
Jens Jakob Thomasen, CM/CDM, IF Elfsborg, Denmark, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/223186.png, 11639
Onurcan Piri, GK, Kayserispor, Turkey, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/223174.png, 11640
Julius Biada, CAM/CF, 1. FC Saarbrücken, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223147.png, 11641
Francisco Rodríguez, CM, FC Winterthur, Switzerland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223146.png, 11642
Muammer Yıldırım, GK, Sivasspor, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/223107.png, 11643
Jake Beesley, ST, Blackpool, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/222654.png, 11644
Tom James, RB/LB, Leyton Orient, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/222583.png, 11645
Louis Reed, CDM, Mansfield Town, England, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/222477.png, 11646
Jacob Storevik, GK, Vålerenga Fotball, Norway, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/222431.png, 11647
Grant Ward, CM/CDM, Bristol Rovers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/222420.png, 11648
Keziah Veendorp, CDM/RWB/CB, Bengaluru FC, Netherlands, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/222410.png, 11649
Will Randall, LM, Notts County, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/222361.png, 11650
Alexandru Buzbuchi, GK, Farul Constanța, Romania, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/222221.png, 11651
Sebastian Ohlsson, CB/CM, Degerfors IF, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/222145.png, 11652
Kyrylo Petrov, CB/CDM, Korona Kielce, Ukraine, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/222101.png, 11653
Paweł Zieliński, RB/RM, Widzew Łódź, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221970.png, 11654
Lucas Carrizo, LB/CB, Huracán, Argentina, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/221952.png, 11655
Bilal Ould-Chikh, RM, FC Volendam, Morocco, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/221907.png, 11656
Muzepper Mirahmetjan, CM/CDM, Shanghai Port, China PR, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221847.png, 11657
Jan Zwischenbrugger, CB, Altach, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221768.png, 11658
Tommy Thompson, RB/LB, San Jose Earthquakes, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221709.png, 11659
No Dong Geon, GK, Suwon FC, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221700.png, 11660
Eric Miller, RB/CB/LB, Portland Timbers, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221656.png, 11661
Dominik Kun, CM/LM, Widzew Łódź, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/221428.png, 11662
Osarenren Okungbowa, CB, WSG Tirol, Austria, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/220995.png, 11663
Kyle Vassell, ST, Kilmarnock, Northern Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/220943.png, 11664
Michał Walski, CDM/CM, Puszcza Niepołomice, Poland, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/220911.png, 11665
George Thomas, CAM/CDM, Cambridge United, Wales, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/220894.png, 11666
Valmir Sulejmani, ST/LM, TSV 1860 München, Kosovo, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/220881.png, 11667
Greg Kiltie, CAM/CM/LW, St. Mirren, Scotland, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/220872.png, 11668
Miłosz Trojak, CB/CDM, Korona Kielce, Poland, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/220616.png, 11669
Kevin Martin, GK, Yverdon-Sport, Switzerland, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/220588.png, 11670
Mansour Hamzi, LM/RM, Al Khaleej, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/220422.png, 11671
Salih Dursun, RB/CB, Fatih Karagümrük S.K., Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/220089.png, 11672
Naser Aliji, LB/LM, FC Voluntari, Albania, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219907.png, 11673
Jimmy Medranda, LB/LM/LWB, Columbus Crew, Colombia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219871.png, 11674
Guillermo Pereira, CAM/CM, Belgrano de Córdoba, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219845.png, 11675
Damien Dussaut, RB/LB, Farul Constanța, France, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219781.png, 11676
Facundo Cardozo, LB/CB, Arsenal de Sarandí, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219625.png, 11677
Conor Shaughnessy, CB/CDM/CM, Portsmouth, Republic of Ireland, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/219551.png, 11678
Bradley Halliday, RB/RWB, Bradford City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219467.png, 11679
David Wheeler, CM/RM, Wycombe Wanderers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219458.png, 11680
Mateusz Kupczak, CDM/CM/CB, Warta Poznań, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219275.png, 11681
Reece Brown, CM/CDM, Forest Green Rovers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219259.png, 11682
Ronald Quinteros, CAM/CM/RB, Universidad César Vallejo, Peru, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/219123.png, 11683
Seàn Long, CB, Cheltenham Town, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/218591.png, 11684
Francesco Ruberto, GK, Vizela, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/216779.png, 11685
Alex Gogić, CDM/CB, St. Mirren, Cyprus, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/216526.png, 11686
Hugo Fargues, CAM, Yverdon-Sport, France, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/216454.png, 11687
Francisco Di Franco, CM/RM/LM, Atlético Tucumán, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/216411.png, 11688
Kayden Jackson, ST/LW/RW, Ipswich Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/216227.png, 11689
Liam Donnelly, CM/CDM, Kilmarnock, Northern Ireland, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/215820.png, 11690
Jason McCarthy, RWB/RB, Wycombe Wanderers, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/215758.png, 11691
Radoslav Dimitrov, RB, Universitatea Cluj, Bulgaria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/215563.png, 11692
Sergio Ojeda, CB, Patronato, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/214940.png, 11693
Michał Nalepa, CB, Zagłębie Lubin, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/214884.png, 11694
Fabio Vázquez, CM/CDM, Patronato, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/214666.png, 11695
Ariel Martínez, CM/CAM, Palestino, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/214308.png, 11696
Sondre Rossbach, GK, Degerfors IF, Norway, Value: 66, https://fifastatic.fifaindex.com/FIFA24/players/213729.png, 11697
Isak Ssewankambo, CDM/CM/CB, IFK Norrköping, Sweden, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/213670.png, 11698
Iván Vásquez, CM/CDM/CB, Magallanes, Chile, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213604.png, 11699
Alejandro Sánchez, GK, Platense, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213588.png, 11700
Kasper Pedersen, CB, Stabæk Fotball, Denmark, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213543.png, 11701
Bartosz Szeliga, RM/LB/LM, ŁKS Łódź, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213423.png, 11702
Kehinde Fatai, ST, ASC Oțelul Galați, Nigeria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213380.png, 11703
Aleksandar Jovanović, CB, Bengaluru FC, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213327.png, 11704
Jeong Jae Yong, CM/CDM, Suwon FC, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213170.png, 11705
Cameron Norman, RWB, Milton Keynes Dons, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/213151.png, 11706
Aaron McGowan, RB, Northampton Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213127.png, 11707
Abdulfatah Aseri, RM/CAM, Al Tai, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/213007.png, 11708
Eroll Zejnullahu, CAM/CM/RM, TSV 1860 München, Kosovo, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212997.png, 11709
Steven Luštica, CDM/CAM, Western United FC, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212989.png, 11710
Armand Gnanduillet, ST, USL Dunkerque, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212910.png, 11711
Zakaria Sami, CDM/CB/CM, Abha Club, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212805.png, 11712
Jordan Jones, LW/LM/RM, Wigan Athletic, Northern Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212680.png, 11713
Jason Geria, RB/CB, Melbourne Victory, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212511.png, 11714
Gregory Karlen, CM/CAM, FC St. Gallen, Switzerland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212140.png, 11715
Alejandro Meleán, CM/CDM/LM, Guabirá, Bolivia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212095.png, 11716
Mikael Norø Ingebrigtsen, RM/RW/ST, Odds Ballklubb, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212041.png, 11717
Erich Berko, LW/ST, Hallescher FC, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/212000.png, 11718
René Vollath, GK, SpVgg Unterhaching, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211953.png, 11719
Maximilian Welzmüller, CDM/CM, SpVgg Unterhaching, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211880.png, 11720
Simon Scherder, CB, Preußen Münster, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211874.png, 11721
Manfred Starke, CAM/CM/ST, TSV 1860 München, Namibia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211850.png, 11722
Phil Ofosu-Ayeh, RB, Halmstads BK, Ghana, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211820.png, 11723
Florian Loshaj, CM/CDM, İstanbulspor, Kosovo, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/211607.png, 11724
Carlos Hernández, CB, CD Eldense, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211556.png, 11725
Kevin Tapoko, CDM/CM, Stade Lavallois MFC, France, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211484.png, 11726
Manuel Vicentini, GK, Belgrano de Córdoba, Argentina, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211262.png, 11727
Matt Palmer, CM, Notts County, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211228.png, 11728
Fabrice Olinga, LW/LM/ST, FC Botoșani, Cameroon, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211214.png, 11729
Declan John, LWB/LB, Salford City, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211204.png, 11730
Joe Ironside, ST, Doncaster Rovers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/211143.png, 11731
Lasse Nilsen, LWB/LM, Tromsø IL, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/210691.png, 11732
Reagy Ofosu, LM/ST, UTA Arad, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/210240.png, 11733
Salman Muwashar, LM/CAM/RM, Al Tai, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/210202.png, 11734
Mohammed Jahfali, CB, Al Hilal, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/210182.png, 11735
Brendan Galloway, CB, Plymouth Argyle, Zimbabwe, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/209852.png, 11736
Daniel Steres, LB/RB/CB, Houston Dynamo, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209761.png, 11737
Panagiotis Vlachodimos, LW, Dynamo Dresden, Greece, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209317.png, 11738
Dan Butler, LWB/LB, Stevenage, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209315.png, 11739
Bevis Mugabi, CB, Motherwell, Uganda, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209285.png, 11740
Awadh Khamis, LB/LM/CDM, Al Okhdood, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209223.png, 11741
Tawfiq Bu Haymid, LB, Al Fateh, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209177.png, 11742
Mustafa Malaeka, GK, Al Fateh, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209166.png, 11743
Ahmed Al Kassar, GK, Al Fayha, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/209027.png, 11744
Drey Wright, RWB/RM/RW, St. Johnstone, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208999.png, 11745
Fahad Al Muwallad, LW/RW/ST, Al Shabab, Saudi Arabia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208977.png, 11746
Dragoș Grigore, CB, Rapid București, Romania, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208714.png, 11747
Jordan Moore-Taylor, CB, Forest Green Rovers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208645.png, 11748
Filip Starzyński, CAM/CM, Ruch Chorzów, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208631.png, 11749
Kolja Pusch, CAM, MSV Duisburg, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208589.png, 11750
Andrew Wooten, ST, Preußen Münster, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208374.png, 11751
Thomas Eisfeld, CM, Rot-Weiß Essen, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208096.png, 11752
Kim In Sung, RM/ST/LM, Pohang Steelers, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208047.png, 11753
Andrea Magrassi, ST, Cittadella, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/208042.png, 11754
Pierce Sweeney, CB, Exeter City, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/207646.png, 11755
Jakob Haugaard, GK, Tromsø IL, Denmark, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/207633.png, 11756
Ryan Meara, GK, New York Red Bulls, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/207610.png, 11757
Ionuț Neagu, CDM/CM, ASC Oțelul Galați, Romania, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/207418.png, 11758
Jamie Walker, CAM/LW, Bradford City, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206565.png, 11759
Louis Thompson, CM/CDM, Stevenage, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206562.png, 11760
Jordan Roberts, CAM, Stevenage, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206558.png, 11761
James Bolton, CB, St. Mirren, England, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/206554.png, 11762
Joe Pigott, ST, Leyton Orient, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206430.png, 11763
Timothée Dieng, CM, Gillingham, France, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206142.png, 11764
Stefan Savić, LM/CF/RM, Warta Poznań, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206123.png, 11765
Josh Murphy, RW/RM/LW, Oxford United, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206083.png, 11766
Ayo Obileye, CB, Livingston, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/206073.png, 11767
Charles Dunne, CB, St. Mirren, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205956.png, 11768
Borys Tashchy, ST/CAM, Erzgebirge Aue, Ukraine, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205892.png, 11769
Curtis Thompson, CM/CDM, Cheltenham Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205589.png, 11770
Alexander Juel Andersen, CB, Aalesunds FK, Denmark, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205533.png, 11771
Edmond Akichi, CDM/CM, FC Stade-Lausanne Ouchy, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205388.png, 11772
Kévin Boli, CB, Farul Constanța, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205256.png, 11773
Dylan McGeouch, CDM/CM, Carlisle United, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205232.png, 11774
Murat Akça, CB, Pendikspor, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205225.png, 11775
Jack Grimmer, CB/RWB/RB, Wycombe Wanderers, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/205015.png, 11776
Jordan White, ST, Ross County, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204853.png, 11777
Mehdi Jeannin, GK, Pau FC, Algeria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204773.png, 11778
Paweł Olkowski, RM/RWB, Górnik Zabrze, Poland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204687.png, 11779
Ryan Inniss, CB, Forest Green Rovers, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204499.png, 11780
Deji Oshilaja, CDM/CM/CB, Burton Albion, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204458.png, 11781
Matty Kennedy, RM/RWB/ST, Kilmarnock, Northern Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204324.png, 11782
Liam Polworth, CM, Kilmarnock, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204275.png, 11783
Adam Jackson, CB, Lincoln City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204219.png, 11784
Juan Mera, CAM, Punjab FC, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204133.png, 11785
Tom Nichols, ST, Gillingham, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/204007.png, 11786
Remi Matthews, GK, Crystal Palace, England, Value: 64, https://fifastatic.fifaindex.com/FIFA24/players/203824.png, 11787
İbrahim Yılmaz, ST, İstanbulspor, Turkey, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203493.png, 11788
Elliott Hewitt, CB/RB, Mansfield Town, Wales, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203428.png, 11789
Jake Reeves, CM/CDM, AFC Wimbledon, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203415.png, 11790
Eirik Ulland Andersen, RW/LW/CAM, Strømsgodset Toppfotball, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203368.png, 11791
Ben Halloran, RM, Adelaide United, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203309.png, 11792
Lee Burge, GK, Northampton Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203175.png, 11793
Lee Woong Hee, CB, Gangwon FC, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/203015.png, 11794
Han Kyo Won, RM/RW, Jeonbuk Hyundai Motors, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202994.png, 11795
Kim Jun Yub, RWB/RB, Incheon United, Korea Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202949.png, 11796
David Mitov Nilsson, GK, IK Sirius, North Macedonia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202910.png, 11797
Cristian Battocchio, CM/CDM/CAM, Chennaiyin FC, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202827.png, 11798
Rasmus Sjöstedt, CB, Kalmar FF, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202660.png, 11799
Václav Hladký, GK, Ipswich Town, Czech Republic, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202617.png, 11800
Joakim Lindner, CB/RWB, Varbergs BoIS, Sweden, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202492.png, 11801
Tom Carroll, CM/CDM, Exeter City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202491.png, 11802
Magnar Ødegaard, CB/RWB, Sarpsborg 08, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202259.png, 11803
Hector Jimenez, RB/LB, Austin FC, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202231.png, 11804
Chuks Aneke, ST, Charlton Athletic, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202123.png, 11805
Will Bruin, ST, Austin FC, United States, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/202077.png, 11806
Patrick McEleney, CAM/CM, Derry City, Republic of Ireland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/201484.png, 11807
George Moncur, CAM, Leyton Orient, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/201446.png, 11808
Maestre, CM/CDM/CB, Albacete Balompié, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/201413.png, 11809
Kristoffer N. Hansen, LM/CF, Jagiellonia Białystok, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/201268.png, 11810
Ali Crawford, CM, St. Johnstone, Scotland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/200898.png, 11811
Richard Smallwood, CDM/CM, Bradford City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/200806.png, 11812
Rod McDonald, CB, Harrogate Town, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/200633.png, 11813
Daniel Chima Chukwu, ST, Jamshedpur FC, Nigeria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/200471.png, 11814
Petteri Pennanen, CAM/CM/CDM, Hyderabad FC, Finland, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/200257.png, 11815
Manfred Gollner, CB, Hartberg, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/199440.png, 11816
Brendan Hamill, CB, Mohun Bagan Super Giant, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/199218.png, 11817
Alexander Gorgon, CM/RM/ST, Pogoń Szczecin, Austria, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/199215.png, 11818
Mustafa Amini, CM/CDM, Perth Glory, Australia, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/199002.png, 11819
Fabrizio Paghera, CM/CDM, Brescia, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/198959.png, 11820
Raphael Spiegel, GK, FC Lausanne-Sport, Switzerland, Value: 62, https://fifastatic.fifaindex.com/FIFA24/players/198414.png, 11821
Conor McAleny, LM/CAM/LW, Salford City, England, Value: 60, https://fifastatic.fifaindex.com/FIFA24/players/197774.png, 11822
